"province","date","confirmed","deaths","recovered","tested","ICU","hospital","population","Lat","Long","confirmed_dailyAvg7","confirmed_1M","deaths_dailyAvg7","deaths_1M","caseFatality","recovered_dailyAvg7","recovered_1M","tested_daily","tested_1M"
"New Brunswick",2020-01-30,0,0,0,0,0,0,772094,46.5653,-66.4619,NA,0,NA,0,0,NA,0,0,0
"Newfoundland and Labrador",2020-01-30,0,0,0,0,0,0,523790,53.1355,-57.6604,NA,0,NA,0,0,NA,0,0,0
"Nova Scotia",2020-01-30,0,0,0,0,0,0,965382,44.682,-63.7443,NA,0,NA,0,0,NA,0,0,0
"Northwest Territories",2020-01-30,0,0,0,0,0,0,44598,64.8255,-124.8457,NA,0,NA,0,0,NA,0,0,0
"Ontario",2020-01-30,2,0,0,0,0,0,14446515,51.2538,-85.3232,NA,0.138441693377261,NA,0,0,NA,0,0,0
"Prince Edward Island",2020-01-30,0,0,0,0,0,0,154748,46.5107,-63.4168,NA,0,NA,0,0,NA,0,0,0
"Quebec",2020-01-30,0,0,0,0,0,0,8433301,52.9399,-73.5491,NA,0,NA,0,0,NA,0,0,0
"Repatriated",2020-01-30,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA
"Saskatchewan",2020-01-30,0,0,0,0,0,0,1168423,52.9399,-106.4509,NA,0,NA,0,0,NA,0,0,0
"Yukon",2020-01-30,0,0,0,0,0,0,40369,64.2823,-135,NA,0,NA,0,0,NA,0,0,0
"Canada",2020-01-30,3,0,0,0,0,0,37949851,56.130367,-106.346771,NA,0.0790516937734485,NA,0,0,NA,0,0,0
"Alberta",2020-01-31,0,0,0,0,0,0,4345737,53.9333,-116.5765,0,0,0,0,0,0,0,0,0
"British Columbia",2020-01-31,1,0,0,0,0,0,5020302,53.7267,-127.6476,0.142857142857143,0.199191204035136,0,0,0,0,0,0,0
"Manitoba",2020-01-31,0,0,0,0,0,0,1360396,53.7609,-98.8139,0,0,0,0,0,0,0,0,0
"New Brunswick",2020-01-31,0,0,0,0,0,0,772094,46.5653,-66.4619,0,0,0,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-31,0,0,0,0,0,0,523790,53.1355,-57.6604,0,0,0,0,0,0,0,0,0
"Nova Scotia",2020-01-31,0,0,0,0,0,0,965382,44.682,-63.7443,0,0,0,0,0,0,0,0,0
"Northwest Territories",2020-01-31,0,0,0,0,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,0,0
"Ontario",2020-01-31,3,0,0,0,0,0,14446515,51.2538,-85.3232,0.428571428571429,0.207662540065891,0,0,0,0,0,0,0
"Prince Edward Island",2020-01-31,0,0,0,0,0,0,154748,46.5107,-63.4168,0,0,0,0,0,0,0,0,0
"Quebec",2020-01-31,0,0,0,0,0,0,8433301,52.9399,-73.5491,0,0,0,0,0,0,0,0,0
"Repatriated",2020-01-31,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-01-31,0,0,0,0,0,0,1168423,52.9399,-106.4509,0,0,0,0,0,0,0,0,0
"Yukon",2020-01-31,0,0,0,0,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,0,0
"Canada",2020-01-31,4,0,0,0,0,0,37949851,56.130367,-106.346771,0.571428571428571,0.105402258364598,0,0,0,0,0,0,0
"Alberta",2020-02-01,0,0,0,0,0,0,4345737,53.9333,-116.5765,0,0,0,0,0,0,0,0,0
"British Columbia",2020-02-01,1,0,0,0,0,0,5020302,53.7267,-127.6476,0.142857142857143,0.199191204035136,0,0,0,0,0,0,0
"Manitoba",2020-02-01,0,0,0,0,0,0,1360396,53.7609,-98.8139,0,0,0,0,0,0,0,0,0
"New Brunswick",2020-02-01,0,0,0,0,0,0,772094,46.5653,-66.4619,0,0,0,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-01,0,0,0,0,0,0,523790,53.1355,-57.6604,0,0,0,0,0,0,0,0,0
"Nova Scotia",2020-02-01,0,0,0,0,0,0,965382,44.682,-63.7443,0,0,0,0,0,0,0,0,0
"Northwest Territories",2020-02-01,0,0,0,0,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,0,0
"Ontario",2020-02-01,3,0,0,0,0,0,14446515,51.2538,-85.3232,0.285714285714286,0.207662540065891,0,0,0,0,0,0,0
"Prince Edward Island",2020-02-01,0,0,0,0,0,0,154748,46.5107,-63.4168,0,0,0,0,0,0,0,0,0
"Quebec",2020-02-01,0,0,0,0,0,0,8433301,52.9399,-73.5491,0,0,0,0,0,0,0,0,0
"Repatriated",2020-02-01,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-02-01,0,0,0,0,0,0,1168423,52.9399,-106.4509,0,0,0,0,0,0,0,0,0
"Yukon",2020-02-01,0,0,0,0,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,0,0
"Canada",2020-02-01,4,0,0,0,0,0,37949851,56.130367,-106.346771,0.428571428571429,0.105402258364598,0,0,0,0,0,0,0
"Alberta",2020-02-02,0,0,0,0,0,0,4345737,53.9333,-116.5765,0,0,0,0,0,0,0,0,0
"British Columbia",2020-02-02,1,0,0,0,0,0,5020302,53.7267,-127.6476,0.142857142857143,0.199191204035136,0,0,0,0,0,0,0
"Manitoba",2020-02-02,0,0,0,0,0,0,1360396,53.7609,-98.8139,0,0,0,0,0,0,0,0,0
"New Brunswick",2020-02-02,0,0,0,0,0,0,772094,46.5653,-66.4619,0,0,0,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-02,0,0,0,0,0,0,523790,53.1355,-57.6604,0,0,0,0,0,0,0,0,0
"Nova Scotia",2020-02-02,0,0,0,0,0,0,965382,44.682,-63.7443,0,0,0,0,0,0,0,0,0
"Northwest Territories",2020-02-02,0,0,0,0,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,0,0
"Ontario",2020-02-02,3,0,0,0,0,0,14446515,51.2538,-85.3232,0.285714285714286,0.207662540065891,0,0,0,0,0,0,0
"Prince Edward Island",2020-02-02,0,0,0,0,0,0,154748,46.5107,-63.4168,0,0,0,0,0,0,0,0,0
"Quebec",2020-02-02,0,0,0,0,0,0,8433301,52.9399,-73.5491,0,0,0,0,0,0,0,0,0
"Repatriated",2020-02-02,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-02-02,0,0,0,0,0,0,1168423,52.9399,-106.4509,0,0,0,0,0,0,0,0,0
"Yukon",2020-02-02,0,0,0,0,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,0,0
"Canada",2020-02-02,4,0,0,0,0,0,37949851,56.130367,-106.346771,0.428571428571429,0.105402258364598,0,0,0,0,0,0,0
"Alberta",2020-02-03,0,0,0,0,0,0,4345737,53.9333,-116.5765,0,0,0,0,0,0,0,0,0
"British Columbia",2020-02-03,1,0,0,0,0,0,5020302,53.7267,-127.6476,0.142857142857143,0.199191204035136,0,0,0,0,0,0,0
"Manitoba",2020-02-03,0,0,0,0,0,0,1360396,53.7609,-98.8139,0,0,0,0,0,0,0,0,0
"New Brunswick",2020-02-03,0,0,0,0,0,0,772094,46.5653,-66.4619,0,0,0,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-03,0,0,0,0,0,0,523790,53.1355,-57.6604,0,0,0,0,0,0,0,0,0
"Nova Scotia",2020-02-03,0,0,0,0,0,0,965382,44.682,-63.7443,0,0,0,0,0,0,0,0,0
"Northwest Territories",2020-02-03,0,0,0,0,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,0,0
"Ontario",2020-02-03,3,0,0,0,0,0,14446515,51.2538,-85.3232,0.142857142857143,0.207662540065891,0,0,0,0,0,0,0
"Prince Edward Island",2020-02-03,0,0,0,0,0,0,154748,46.5107,-63.4168,0,0,0,0,0,0,0,0,0
"Quebec",2020-02-03,0,0,0,0,0,0,8433301,52.9399,-73.5491,0,0,0,0,0,0,0,0,0
"Repatriated",2020-02-03,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-02-03,0,0,0,0,0,0,1168423,52.9399,-106.4509,0,0,0,0,0,0,0,0,0
"Yukon",2020-02-03,0,0,0,0,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,0,0
"Canada",2020-02-03,4,0,0,0,0,0,37949851,56.130367,-106.346771,0.285714285714286,0.105402258364598,0,0,0,0,0,0,0
"Alberta",2020-02-04,0,0,0,0,0,0,4345737,53.9333,-116.5765,0,0,0,0,0,0,0,0,0
"British Columbia",2020-02-04,2,0,0,0,0,0,5020302,53.7267,-127.6476,0.142857142857143,0.398382408070271,0,0,0,0,0,0,0
"Manitoba",2020-02-04,0,0,0,0,0,0,1360396,53.7609,-98.8139,0,0,0,0,0,0,0,0,0
"New Brunswick",2020-02-04,0,0,0,0,0,0,772094,46.5653,-66.4619,0,0,0,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-04,0,0,0,0,0,0,523790,53.1355,-57.6604,0,0,0,0,0,0,0,0,0
"Nova Scotia",2020-02-04,0,0,0,0,0,0,965382,44.682,-63.7443,0,0,0,0,0,0,0,0,0
"Northwest Territories",2020-02-04,0,0,0,0,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,0,0
"Ontario",2020-02-04,3,0,0,0,0,0,14446515,51.2538,-85.3232,0.142857142857143,0.207662540065891,0,0,0,0,0,0,0
"Prince Edward Island",2020-02-04,0,0,0,0,0,0,154748,46.5107,-63.4168,0,0,0,0,0,0,0,0,0
"Quebec",2020-02-04,0,0,0,0,0,0,8433301,52.9399,-73.5491,0,0,0,0,0,0,0,0,0
"Repatriated",2020-02-04,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-02-04,0,0,0,0,0,0,1168423,52.9399,-106.4509,0,0,0,0,0,0,0,0,0
"Yukon",2020-02-04,0,0,0,0,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,0,0
"Canada",2020-02-04,5,0,0,0,0,0,37949851,56.130367,-106.346771,0.285714285714286,0.131752822955748,0,0,0,0,0,0,0
"Alberta",2020-02-05,0,0,0,0,0,0,4345737,53.9333,-116.5765,0,0,0,0,0,0,0,0,0
"British Columbia",2020-02-05,2,0,0,0,0,0,5020302,53.7267,-127.6476,0.142857142857143,0.398382408070271,0,0,0,0,0,0,0
"Manitoba",2020-02-05,0,0,0,0,0,0,1360396,53.7609,-98.8139,0,0,0,0,0,0,0,0,0
"New Brunswick",2020-02-05,0,0,0,0,0,0,772094,46.5653,-66.4619,0,0,0,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-05,0,0,0,0,0,0,523790,53.1355,-57.6604,0,0,0,0,0,0,0,0,0
"Nova Scotia",2020-02-05,0,0,0,0,0,0,965382,44.682,-63.7443,0,0,0,0,0,0,0,0,0
"Northwest Territories",2020-02-05,0,0,0,0,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,0,0
"Ontario",2020-02-05,3,0,0,0,0,0,14446515,51.2538,-85.3232,0.142857142857143,0.207662540065891,0,0,0,0,0,0,0
"Prince Edward Island",2020-02-05,0,0,0,0,0,0,154748,46.5107,-63.4168,0,0,0,0,0,0,0,0,0
"Quebec",2020-02-05,0,0,0,0,0,0,8433301,52.9399,-73.5491,0,0,0,0,0,0,0,0,0
"Repatriated",2020-02-05,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-02-05,0,0,0,0,0,0,1168423,52.9399,-106.4509,0,0,0,0,0,0,0,0,0
"Yukon",2020-02-05,0,0,0,0,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,0,0
"Canada",2020-02-05,5,0,0,0,0,0,37949851,56.130367,-106.346771,0.285714285714286,0.131752822955748,0,0,0,0,0,0,0
"Alberta",2020-02-06,0,0,0,0,0,0,4345737,53.9333,-116.5765,0,0,0,0,0,0,0,0,0
"British Columbia",2020-02-06,4,0,0,0,0,0,5020302,53.7267,-127.6476,0.428571428571429,0.796764816140543,0,0,0,0,0,0,0
"Manitoba",2020-02-06,0,0,0,0,0,0,1360396,53.7609,-98.8139,0,0,0,0,0,0,0,0,0
"New Brunswick",2020-02-06,0,0,0,0,0,0,772094,46.5653,-66.4619,0,0,0,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-06,0,0,0,0,0,0,523790,53.1355,-57.6604,0,0,0,0,0,0,0,0,0
"Nova Scotia",2020-02-06,0,0,0,0,0,0,965382,44.682,-63.7443,0,0,0,0,0,0,0,0,0
"Northwest Territories",2020-02-06,0,0,0,0,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,0,0
"Ontario",2020-02-06,3,0,0,0,0,0,14446515,51.2538,-85.3232,0.142857142857143,0.207662540065891,0,0,0,0,0,0,0
"Prince Edward Island",2020-02-06,0,0,0,0,0,0,154748,46.5107,-63.4168,0,0,0,0,0,0,0,0,0
"Quebec",2020-02-06,0,0,0,0,0,0,8433301,52.9399,-73.5491,0,0,0,0,0,0,0,0,0
"Repatriated",2020-02-06,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-02-06,0,0,0,0,0,0,1168423,52.9399,-106.4509,0,0,0,0,0,0,0,0,0
"Yukon",2020-02-06,0,0,0,0,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,0,0
"Canada",2020-02-06,7,0,0,0,0,0,37949851,56.130367,-106.346771,0.571428571428571,0.184453952138047,0,0,0,0,0,0,0
"Alberta",2020-02-07,0,0,0,0,0,0,4345737,53.9333,-116.5765,0,0,0,0,0,0,0,0,0
"British Columbia",2020-02-07,4,0,0,0,0,0,5020302,53.7267,-127.6476,0.428571428571429,0.796764816140543,0,0,0,0,0,0,0
"Manitoba",2020-02-07,0,0,0,0,0,0,1360396,53.7609,-98.8139,0,0,0,0,0,0,0,0,0
"New Brunswick",2020-02-07,0,0,0,0,0,0,772094,46.5653,-66.4619,0,0,0,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-07,0,0,0,0,0,0,523790,53.1355,-57.6604,0,0,0,0,0,0,0,0,0
"Nova Scotia",2020-02-07,0,0,0,0,0,0,965382,44.682,-63.7443,0,0,0,0,0,0,0,0,0
"Northwest Territories",2020-02-07,0,0,0,0,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,0,0
"Ontario",2020-02-07,3,0,0,0,0,0,14446515,51.2538,-85.3232,0,0.207662540065891,0,0,0,0,0,0,0
"Prince Edward Island",2020-02-07,0,0,0,0,0,0,154748,46.5107,-63.4168,0,0,0,0,0,0,0,0,0
"Quebec",2020-02-07,0,0,0,0,0,0,8433301,52.9399,-73.5491,0,0,0,0,0,0,0,0,0
"Repatriated",2020-02-07,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-02-07,0,0,0,0,0,0,1168423,52.9399,-106.4509,0,0,0,0,0,0,0,0,0
"Yukon",2020-02-07,0,0,0,0,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,0,0
"Canada",2020-02-07,7,0,0,0,0,0,37949851,56.130367,-106.346771,0.428571428571429,0.184453952138047,0,0,0,0,0,0,0
"Alberta",2020-02-08,0,0,0,0,0,0,4345737,53.9333,-116.5765,0,0,0,0,0,0,0,0,0
"British Columbia",2020-02-08,4,0,0,0,0,0,5020302,53.7267,-127.6476,0.428571428571429,0.796764816140543,0,0,0,0,0,0,0
"Manitoba",2020-02-08,0,0,0,0,0,0,1360396,53.7609,-98.8139,0,0,0,0,0,0,0,0,0
"New Brunswick",2020-02-08,0,0,0,0,0,0,772094,46.5653,-66.4619,0,0,0,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-08,0,0,0,0,0,0,523790,53.1355,-57.6604,0,0,0,0,0,0,0,0,0
"Nova Scotia",2020-02-08,0,0,0,0,0,0,965382,44.682,-63.7443,0,0,0,0,0,0,0,0,0
"Northwest Territories",2020-02-08,0,0,0,0,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,0,0
"Ontario",2020-02-08,3,0,0,0,0,0,14446515,51.2538,-85.3232,0,0.207662540065891,0,0,0,0,0,0,0
"Prince Edward Island",2020-02-08,0,0,0,0,0,0,154748,46.5107,-63.4168,0,0,0,0,0,0,0,0,0
"Quebec",2020-02-08,0,0,0,0,0,0,8433301,52.9399,-73.5491,0,0,0,0,0,0,0,0,0
"Repatriated",2020-02-08,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-02-08,0,0,0,0,0,0,1168423,52.9399,-106.4509,0,0,0,0,0,0,0,0,0
"Yukon",2020-02-08,0,0,0,0,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,0,0
"Canada",2020-02-08,7,0,0,0,0,0,37949851,56.130367,-106.346771,0.428571428571429,0.184453952138047,0,0,0,0,0,0,0
"Alberta",2020-02-09,0,0,0,0,0,0,4345737,53.9333,-116.5765,0,0,0,0,0,0,0,0,0
"British Columbia",2020-02-09,4,0,0,0,0,0,5020302,53.7267,-127.6476,0.428571428571429,0.796764816140543,0,0,0,0,0,0,0
"Manitoba",2020-02-09,0,0,0,0,0,0,1360396,53.7609,-98.8139,0,0,0,0,0,0,0,0,0
"New Brunswick",2020-02-09,0,0,0,0,0,0,772094,46.5653,-66.4619,0,0,0,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-09,0,0,0,0,0,0,523790,53.1355,-57.6604,0,0,0,0,0,0,0,0,0
"Nova Scotia",2020-02-09,0,0,0,0,0,0,965382,44.682,-63.7443,0,0,0,0,0,0,0,0,0
"Northwest Territories",2020-02-09,0,0,0,0,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,0,0
"Ontario",2020-02-09,3,0,0,0,0,0,14446515,51.2538,-85.3232,0,0.207662540065891,0,0,0,0,0,0,0
"Prince Edward Island",2020-02-09,0,0,0,0,0,0,154748,46.5107,-63.4168,0,0,0,0,0,0,0,0,0
"Quebec",2020-02-09,0,0,0,0,0,0,8433301,52.9399,-73.5491,0,0,0,0,0,0,0,0,0
"Repatriated",2020-02-09,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-02-09,0,0,0,0,0,0,1168423,52.9399,-106.4509,0,0,0,0,0,0,0,0,0
"Yukon",2020-02-09,0,0,0,0,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,0,0
"Canada",2020-02-09,7,0,0,0,0,0,37949851,56.130367,-106.346771,0.428571428571429,0.184453952138047,0,0,0,0,0,0,0
"Alberta",2020-02-10,0,0,0,0,0,0,4345737,53.9333,-116.5765,0,0,0,0,0,0,0,0,0
"British Columbia",2020-02-10,4,0,0,0,0,0,5020302,53.7267,-127.6476,0.428571428571429,0.796764816140543,0,0,0,0,0,0,0
"Manitoba",2020-02-10,0,0,0,0,0,0,1360396,53.7609,-98.8139,0,0,0,0,0,0,0,0,0
"New Brunswick",2020-02-10,0,0,0,0,0,0,772094,46.5653,-66.4619,0,0,0,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-10,0,0,0,0,0,0,523790,53.1355,-57.6604,0,0,0,0,0,0,0,0,0
"Nova Scotia",2020-02-10,0,0,0,0,0,0,965382,44.682,-63.7443,0,0,0,0,0,0,0,0,0
"Northwest Territories",2020-02-10,0,0,0,0,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,0,0
"Ontario",2020-02-10,3,0,0,0,0,0,14446515,51.2538,-85.3232,0,0.207662540065891,0,0,0,0,0,0,0
"Prince Edward Island",2020-02-10,0,0,0,0,0,0,154748,46.5107,-63.4168,0,0,0,0,0,0,0,0,0
"Quebec",2020-02-10,0,0,0,0,0,0,8433301,52.9399,-73.5491,0,0,0,0,0,0,0,0,0
"Repatriated",2020-02-10,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-02-10,0,0,0,0,0,0,1168423,52.9399,-106.4509,0,0,0,0,0,0,0,0,0
"Yukon",2020-02-10,0,0,0,0,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,0,0
"Canada",2020-02-10,7,0,0,0,0,0,37949851,56.130367,-106.346771,0.428571428571429,0.184453952138047,0,0,0,0,0,0,0
"Alberta",2020-02-11,0,0,0,0,0,0,4345737,53.9333,-116.5765,0,0,0,0,0,0,0,0,0
"British Columbia",2020-02-11,4,0,0,0,0,0,5020302,53.7267,-127.6476,0.285714285714286,0.796764816140543,0,0,0,0,0,0,0
"Manitoba",2020-02-11,0,0,0,0,0,0,1360396,53.7609,-98.8139,0,0,0,0,0,0,0,0,0
"New Brunswick",2020-02-11,0,0,0,0,0,0,772094,46.5653,-66.4619,0,0,0,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-11,0,0,0,0,0,0,523790,53.1355,-57.6604,0,0,0,0,0,0,0,0,0
"Nova Scotia",2020-02-11,0,0,0,0,0,0,965382,44.682,-63.7443,0,0,0,0,0,0,0,0,0
"Northwest Territories",2020-02-11,0,0,0,0,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,0,0
"Ontario",2020-02-11,3,0,0,0,0,0,14446515,51.2538,-85.3232,0,0.207662540065891,0,0,0,0,0,0,0
"Prince Edward Island",2020-02-11,0,0,0,0,0,0,154748,46.5107,-63.4168,0,0,0,0,0,0,0,0,0
"Quebec",2020-02-11,0,0,0,0,0,0,8433301,52.9399,-73.5491,0,0,0,0,0,0,0,0,0
"Repatriated",2020-02-11,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-02-11,0,0,0,0,0,0,1168423,52.9399,-106.4509,0,0,0,0,0,0,0,0,0
"Yukon",2020-02-11,0,0,0,0,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,0,0
"Canada",2020-02-11,7,0,0,0,0,0,37949851,56.130367,-106.346771,0.285714285714286,0.184453952138047,0,0,0,0,0,0,0
"Alberta",2020-02-12,0,0,0,0,0,0,4345737,53.9333,-116.5765,0,0,0,0,0,0,0,0,0
"British Columbia",2020-02-12,4,0,0,0,0,0,5020302,53.7267,-127.6476,0.285714285714286,0.796764816140543,0,0,0,0,0,0,0
"Manitoba",2020-02-12,0,0,0,0,0,0,1360396,53.7609,-98.8139,0,0,0,0,0,0,0,0,0
"New Brunswick",2020-02-12,0,0,0,0,0,0,772094,46.5653,-66.4619,0,0,0,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-12,0,0,0,0,0,0,523790,53.1355,-57.6604,0,0,0,0,0,0,0,0,0
"Nova Scotia",2020-02-12,0,0,0,0,0,0,965382,44.682,-63.7443,0,0,0,0,0,0,0,0,0
"Northwest Territories",2020-02-12,0,0,0,0,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,0,0
"Ontario",2020-02-12,3,0,1,0,0,0,14446515,51.2538,-85.3232,0,0.207662540065891,0,0,0,0.142857142857143,0.0692208466886304,0,0
"Prince Edward Island",2020-02-12,0,0,0,0,0,0,154748,46.5107,-63.4168,0,0,0,0,0,0,0,0,0
"Quebec",2020-02-12,0,0,0,0,0,0,8433301,52.9399,-73.5491,0,0,0,0,0,0,0,0,0
"Repatriated",2020-02-12,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-02-12,0,0,0,0,0,0,1168423,52.9399,-106.4509,0,0,0,0,0,0,0,0,0
"Yukon",2020-02-12,0,0,0,0,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,0,0
"Canada",2020-02-12,7,0,1,0,0,0,37949851,56.130367,-106.346771,0.285714285714286,0.184453952138047,0,0,0,0.142857142857143,0.0263505645911495,0,0
"Alberta",2020-02-13,0,0,0,0,0,0,4345737,53.9333,-116.5765,0,0,0,0,0,0,0,0,0
"British Columbia",2020-02-13,4,0,0,0,0,0,5020302,53.7267,-127.6476,0,0.796764816140543,0,0,0,0,0,0,0
"Manitoba",2020-02-13,0,0,0,0,0,0,1360396,53.7609,-98.8139,0,0,0,0,0,0,0,0,0
"New Brunswick",2020-02-13,0,0,0,0,0,0,772094,46.5653,-66.4619,0,0,0,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-13,0,0,0,0,0,0,523790,53.1355,-57.6604,0,0,0,0,0,0,0,0,0
"Nova Scotia",2020-02-13,0,0,0,0,0,0,965382,44.682,-63.7443,0,0,0,0,0,0,0,0,0
"Northwest Territories",2020-02-13,0,0,0,0,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,0,0
"Ontario",2020-02-13,3,0,1,0,0,0,14446515,51.2538,-85.3232,0,0.207662540065891,0,0,0,0.142857142857143,0.0692208466886304,0,0
"Prince Edward Island",2020-02-13,0,0,0,0,0,0,154748,46.5107,-63.4168,0,0,0,0,0,0,0,0,0
"Quebec",2020-02-13,0,0,0,0,0,0,8433301,52.9399,-73.5491,0,0,0,0,0,0,0,0,0
"Repatriated",2020-02-13,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-02-13,0,0,0,0,0,0,1168423,52.9399,-106.4509,0,0,0,0,0,0,0,0,0
"Yukon",2020-02-13,0,0,0,0,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,0,0
"Canada",2020-02-13,7,0,1,0,0,0,37949851,56.130367,-106.346771,0,0.184453952138047,0,0,0,0.142857142857143,0.0263505645911495,0,0
"Alberta",2020-02-14,0,0,0,0,0,0,4345737,53.9333,-116.5765,0,0,0,0,0,0,0,0,0
"British Columbia",2020-02-14,5,0,0,0,0,0,5020302,53.7267,-127.6476,0.142857142857143,0.995956020175679,0,0,0,0,0,0,0
"Manitoba",2020-02-14,0,0,0,0,0,0,1360396,53.7609,-98.8139,0,0,0,0,0,0,0,0,0
"New Brunswick",2020-02-14,0,0,0,0,0,0,772094,46.5653,-66.4619,0,0,0,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-14,0,0,0,0,0,0,523790,53.1355,-57.6604,0,0,0,0,0,0,0,0,0
"Nova Scotia",2020-02-14,0,0,0,0,0,0,965382,44.682,-63.7443,0,0,0,0,0,0,0,0,0
"Northwest Territories",2020-02-14,0,0,0,0,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,0,0
"Ontario",2020-02-14,3,0,1,0,0,0,14446515,51.2538,-85.3232,0,0.207662540065891,0,0,0,0.142857142857143,0.0692208466886304,0,0
"Prince Edward Island",2020-02-14,0,0,0,0,0,0,154748,46.5107,-63.4168,0,0,0,0,0,0,0,0,0
"Quebec",2020-02-14,0,0,0,0,0,0,8433301,52.9399,-73.5491,0,0,0,0,0,0,0,0,0
"Repatriated",2020-02-14,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-02-14,0,0,0,0,0,0,1168423,52.9399,-106.4509,0,0,0,0,0,0,0,0,0
"Yukon",2020-02-14,0,0,0,0,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,0,0
"Canada",2020-02-14,8,0,1,0,0,0,37949851,56.130367,-106.346771,0.142857142857143,0.210804516729196,0,0,0,0.142857142857143,0.0263505645911495,0,0
"Alberta",2020-02-15,0,0,0,0,0,0,4345737,53.9333,-116.5765,0,0,0,0,0,0,0,0,0
"British Columbia",2020-02-15,5,0,0,0,0,0,5020302,53.7267,-127.6476,0.142857142857143,0.995956020175679,0,0,0,0,0,0,0
"Manitoba",2020-02-15,0,0,0,0,0,0,1360396,53.7609,-98.8139,0,0,0,0,0,0,0,0,0
"New Brunswick",2020-02-15,0,0,0,0,0,0,772094,46.5653,-66.4619,0,0,0,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-15,0,0,0,0,0,0,523790,53.1355,-57.6604,0,0,0,0,0,0,0,0,0
